seq_id,muni_id,municipal,cal_year,naicscode,naicstitle,avgemp,estab,avgwkwage,adj_year,avgwageadj
150966,352,MAPC Region,2009,442,Furniture and Home Furnishings Stores,5252,529,,,
150949,352,MAPC Region,2009,441,Motor Vehicle and Parts Dealers,13914,701,,,
150983,352,MAPC Region,2009,443,Electronics and Appliance Stores,4678,350,,,
151000,352,MAPC Region,2009,444,Building Material & Garden Supply Stores,8193,539,,,
151017,352,MAPC Region,2009,445,Food and Beverage Stores,43730,2197,,,
151034,352,MAPC Region,2009,446,Health and Personal Care Stores,13106,973,,,
151051,352,MAPC Region,2009,447,Gasoline Stations,4147,781,,,
151068,352,MAPC Region,2009,448,Clothing and Clothing Accessories Stores,23713,1806,,,
151085,352,MAPC Region,2009,451,Sporting Goods/Hobby/Book/Music Stores,8406,690,,,
151218,352,MAPC Region,2009,487,Scenic and Sightseeing Transportation,989,33,,,
151102,352,MAPC Region,2009,452,General Merchandise Stores,15241,211,,,
151119,352,MAPC Region,2009,453,Miscellaneous Store Retailers,9061,1201,,,
151136,352,MAPC Region,2009,454,Nonstore Retailers,4618,441,,,
151153,352,MAPC Region,2009,481,Air Transportation,6423,40,,,
151184,352,MAPC Region,2009,484,Truck Transportation,4343,409,,,
151168,352,MAPC Region,2009,483,Water Transportation,12,4,,,
151201,352,MAPC Region,2009,485,Transit and Ground Passenger Transport,3679,201,,,
151235,352,MAPC Region,2009,488,Support Activities for Transportation,4991,323,,,
151252,352,MAPC Region,2009,492,Couriers and Messengers,2467,95,,,
151269,352,MAPC Region,2009,493,Warehousing and Storage,633,24,,,
151286,352,MAPC Region,2009,511,Publishing Industries,25967,747,,,
151303,352,MAPC Region,2009,512,Motion Picture & Sound Recording Ind,1662,203,,,
151320,352,MAPC Region,2009,515,Broadcasting (except Internet),2862,55,,,
151343,352,MAPC Region,2009,517,Telecommunications,10218,505,,,
151360,352,MAPC Region,2009,518,"ISPs, Search Portals, & Data Processing",3329,134,,,
151377,352,MAPC Region,2009,519,Other Information Services,5873,256,,,
151394,352,MAPC Region,2009,522,Credit Intermediation & Related Activity,35035,1742,,,
151411,352,MAPC Region,2009,523,Financial Investment & Related Activity,37749,1822,,,
151428,352,MAPC Region,2009,524,Insurance Carriers & Related Activities,40269,1717,,,
151445,352,MAPC Region,2009,525,"Funds, Trusts & Other Financial Vehicles",1200,84,,,
151518,352,MAPC Region,2009,551,Management of Companies and Enterprises,34666,554,,,
151462,352,MAPC Region,2009,531,Real Estate,20742,2926,,,
151479,352,MAPC Region,2009,532,Rental and Leasing Services,5158,495,,,
151501,352,MAPC Region,2009,541,Professional and Technical Services,190500,15931,,,
151535,352,MAPC Region,2009,561,Administrative and Support Services,88057,5076,,,
151552,352,MAPC Region,2009,562,Waste Management and Remediation Service,2833,181,,,
151569,352,MAPC Region,2009,611,Educational Services,150721,1399,,,
151585,352,MAPC Region,2008,621,Ambulatory Health Care Services,74233,5454,,,
151602,352,MAPC Region,2008,622,Hospitals,84632,48,,,
151619,352,MAPC Region,2008,623,Nursing and Residential Care Facilities,37500,807,,,
151636,352,MAPC Region,2008,624,Social Assistance,37235,1822,,,
151653,352,MAPC Region,2008,711,Performing Arts and Spectator Sports,5888,328,,,
151670,352,MAPC Region,2008,712,"Museums, Parks and Historical Sites",2945,62,,,
151687,352,MAPC Region,2008,713,"Amusement, Gambling & Recreation Ind",18172,971,,,
151704,352,MAPC Region,2008,721,Accommodation,19900,301,,,
151721,352,MAPC Region,2008,722,Food Services and Drinking Places,117921,7144,,,
151738,352,MAPC Region,2008,811,Repair and Maintenance,11479,2268,,,
151755,352,MAPC Region,2008,812,Personal and Laundry Services,22928,3004,,,
151772,352,MAPC Region,2008,813,Membership Organizations & Associations,22061,1906,,,
151789,352,MAPC Region,2008,814,Private Households,12181,9945,,,
151806,352,MAPC Region,2008,921,"Executive, Legislative, & Gen Government",5396,74,,,
151823,352,MAPC Region,2008,922,"Justice, Public Order, and Safety Activi",14233,99,,,
151840,352,MAPC Region,2008,923,Administration of Human Resource Program,134,6,,,
151857,352,MAPC Region,2008,924,Administration of Environmental Programs,3187,17,,,
151874,352,MAPC Region,2008,925,Community and Housing Program Admin,1900,8,,,
151891,352,MAPC Region,2008,926,Administration of Economic Programs,5860,72,,,
151908,352,MAPC Region,2008,928,National Security & International Affair,814,7,,,
150452,352,MAPC Region,2008,102,Service-Providing Domain,1645480,90863,,,
150435,352,MAPC Region,2008,101,Goods-Producing Domain,199051,12108,,,
150469,352,MAPC Region,2008,111,Crop Production,39,6,,,
150486,352,MAPC Region,2008,114,"Fishing, Hunting and Trapping",211,94,,,
150503,352,MAPC Region,2008,115,Agriculture & Forestry Support Activity,75,11,,,
150527,352,MAPC Region,2008,221,Utilities,4255,56,,,
150544,352,MAPC Region,2008,236,Construction of Buildings,15773,2522,,,
150578,352,MAPC Region,2008,238,Specialty Trade Contractors,45746,5614,,,
150561,352,MAPC Region,2008,237,Heavy and Civil Engineering Construction,7283,339,,,
150595,352,MAPC Region,2008,311,Food Manufacturing,8884,287,,,
150625,352,MAPC Region,2008,314,Textile Product Mills,237,24,,,
150642,352,MAPC Region,2008,315,Apparel Manufacturing,761,15,,,
150659,352,MAPC Region,2008,316,Leather and Allied Product Manufacturing,91,9,,,
150673,352,MAPC Region,2008,321,Wood Product Manufacturing,201,8,,,
150690,352,MAPC Region,2008,322,Paper Manufacturing,675,17,,,
150707,352,MAPC Region,2008,323,Printing and Related Support Activities,5731,408,,,
150726,352,MAPC Region,2008,325,Chemical Manufacturing,7528,120,,,
150743,352,MAPC Region,2008,326,Plastics & Rubber Products Manufacturing,684,23,,,
150760,352,MAPC Region,2008,327,Nonmetallic Mineral Product Mfg,403,29,,,
150778,352,MAPC Region,2008,332,Fabricated Metal Product Manufacturing,9046,458,,,
150795,352,MAPC Region,2008,333,Machinery Manufacturing,5739,125,,,
150812,352,MAPC Region,2008,334,Computer and Electronic Product Mfg,28613,354,,,
150829,352,MAPC Region,2008,335,Electrical Equipment and Appliances,1837,39,,,
150846,352,MAPC Region,2008,336,Transportation Equipment Manufacturing,809,12,,,
150863,352,MAPC Region,2008,337,Furniture and Related Product Mfg,732,73,,,
150880,352,MAPC Region,2008,339,Miscellaneous Manufacturing,4016,189,,,
150897,352,MAPC Region,2008,423,"Merchant Wholesalers, Durable Goods",36788,2236,,,
150914,352,MAPC Region,2008,424,"Merchant Wholesalers, Nondurable Goods",22344,1047,,,
150931,352,MAPC Region,2008,425,Electronic Markets and Agents/Brokers,10629,2561,,,
150948,352,MAPC Region,2008,441,Motor Vehicle and Parts Dealers,15225,739,,,
150965,352,MAPC Region,2008,442,Furniture and Home Furnishings Stores,6523,605,,,
150982,352,MAPC Region,2008,443,Electronics and Appliance Stores,6502,459,,,
150999,352,MAPC Region,2008,444,Building Material & Garden Supply Stores,8930,545,,,
151016,352,MAPC Region,2008,445,Food and Beverage Stores,42816,2178,,,
151033,352,MAPC Region,2008,446,Health and Personal Care Stores,13459,951,,,
151050,352,MAPC Region,2008,447,Gasoline Stations,4142,793,,,
151067,352,MAPC Region,2008,448,Clothing and Clothing Accessories Stores,25630,1800,,,
151084,352,MAPC Region,2008,451,Sporting Goods/Hobby/Book/Music Stores,8863,675,,,
151342,352,MAPC Region,2008,517,Telecommunications,10466,457,,,
151101,352,MAPC Region,2008,452,General Merchandise Stores,14795,203,,,
151118,352,MAPC Region,2008,453,Miscellaneous Store Retailers,9589,1233,,,
151135,352,MAPC Region,2008,454,Nonstore Retailers,4666,419,,,
151152,352,MAPC Region,2008,481,Air Transportation,7102,43,,,
151217,352,MAPC Region,2008,487,Scenic and Sightseeing Transportation,967,28,,,
151183,352,MAPC Region,2008,484,Truck Transportation,5033,430,,,
151200,352,MAPC Region,2008,485,Transit and Ground Passenger Transport,12313,274,,,
151234,352,MAPC Region,2008,488,Support Activities for Transportation,5216,320,,,
151251,352,MAPC Region,2008,492,Couriers and Messengers,2714,98,,,
151268,352,MAPC Region,2008,493,Warehousing and Storage,654,23,,,
151285,352,MAPC Region,2008,511,Publishing Industries,26313,787,,,
151302,352,MAPC Region,2008,512,Motion Picture & Sound Recording Ind,1931,217,,,
151319,352,MAPC Region,2008,515,Broadcasting (except Internet),3233,52,,,
151359,352,MAPC Region,2008,518,"ISPs, Search Portals, & Data Processing",3595,130,,,
151376,352,MAPC Region,2008,519,Other Information Services,6022,257,,,
151393,352,MAPC Region,2008,522,Credit Intermediation & Related Activity,35538,1821,,,
151410,352,MAPC Region,2008,523,Financial Investment & Related Activity,41123,1806,,,
151427,352,MAPC Region,2008,524,Insurance Carriers & Related Activities,40605,1731,,,
151444,352,MAPC Region,2008,525,"Funds, Trusts & Other Financial Vehicles",1272,83,,,
151461,352,MAPC Region,2008,531,Real Estate,21239,2962,,,
151478,352,MAPC Region,2008,532,Rental and Leasing Services,5650,519,,,
151500,352,MAPC Region,2008,541,Professional and Technical Services,196599,16080,,,
151517,352,MAPC Region,2008,551,Management of Companies and Enterprises,37370,554,,,
151534,352,MAPC Region,2008,561,Administrative and Support Services,99437,5159,,,
151551,352,MAPC Region,2008,562,Waste Management and Remediation Service,2523,162,,,
151568,352,MAPC Region,2008,611,Educational Services,146826,1352,,,
151635,352,MAPC Region,2007,624,Social Assistance,36496,1796,,,
151601,352,MAPC Region,2007,622,Hospitals,84136,52,,,
151584,352,MAPC Region,2007,621,Ambulatory Health Care Services,71886,5478,,,
151618,352,MAPC Region,2007,623,Nursing and Residential Care Facilities,36627,789,,,
151652,352,MAPC Region,2007,711,Performing Arts and Spectator Sports,5442,328,,,
151669,352,MAPC Region,2007,712,"Museums, Parks and Historical Sites",2946,61,,,
151686,352,MAPC Region,2007,713,"Amusement, Gambling & Recreation Ind",17578,952,,,
151703,352,MAPC Region,2007,721,Accommodation,19551,306,,,
151720,352,MAPC Region,2007,722,Food Services and Drinking Places,115552,7062,,,
151737,352,MAPC Region,2007,811,Repair and Maintenance,11840,2307,,,
151754,352,MAPC Region,2007,812,Personal and Laundry Services,22198,2987,,,
151771,352,MAPC Region,2007,813,Membership Organizations & Associations,21138,1875,,,
151788,352,MAPC Region,2007,814,Private Households,10292,8400,,,
151805,352,MAPC Region,2007,921,"Executive, Legislative, & Gen Government",5411,76,,,
151822,352,MAPC Region,2007,922,"Justice, Public Order, and Safety Activi",13665,94,,,
151890,352,MAPC Region,2007,926,Administration of Economic Programs,5595,66,,,
151839,352,MAPC Region,2007,923,Administration of Human Resource Program,135,6,,,
151856,352,MAPC Region,2007,924,Administration of Environmental Programs,3223,19,,,
151873,352,MAPC Region,2007,925,Community and Housing Program Admin,1888,8,,,
151907,352,MAPC Region,2007,928,National Security & International Affair,805,7,,,
150451,352,MAPC Region,2007,102,Service-Providing Domain,1624987,88983,,,
150434,352,MAPC Region,2007,101,Goods-Producing Domain,205269,12487,,,
150468,352,MAPC Region,2007,111,Crop Production,62,9,,,
150485,352,MAPC Region,2007,114,"Fishing, Hunting and Trapping",209,98,,,
150502,352,MAPC Region,2007,115,Agriculture & Forestry Support Activity,57,10,,,
150526,352,MAPC Region,2007,221,Utilities,4126,60,,,
150543,352,MAPC Region,2007,236,Construction of Buildings,16129,2639,,,
150577,352,MAPC Region,2007,238,Specialty Trade Contractors,46835,5747,,,
150560,352,MAPC Region,2007,237,Heavy and Civil Engineering Construction,7745,362,,,
150594,352,MAPC Region,2007,311,Food Manufacturing,9398,293,,,
150624,352,MAPC Region,2007,314,Textile Product Mills,238,24,,,
150641,352,MAPC Region,2007,315,Apparel Manufacturing,725,15,,,
150658,352,MAPC Region,2007,316,Leather and Allied Product Manufacturing,66,6,,,
150672,352,MAPC Region,2007,321,Wood Product Manufacturing,290,8,,,
150689,352,MAPC Region,2007,322,Paper Manufacturing,866,20,,,
150706,352,MAPC Region,2007,323,Printing and Related Support Activities,6019,429,,,
150725,352,MAPC Region,2007,325,Chemical Manufacturing,7121,129,,,
150742,352,MAPC Region,2007,326,Plastics & Rubber Products Manufacturing,668,24,,,
150759,352,MAPC Region,2007,327,Nonmetallic Mineral Product Mfg,346,31,,,
150777,352,MAPC Region,2007,332,Fabricated Metal Product Manufacturing,9227,468,,,
150794,352,MAPC Region,2007,333,Machinery Manufacturing,6368,119,,,
150811,352,MAPC Region,2007,334,Computer and Electronic Product Mfg,28150,357,,,
150828,352,MAPC Region,2007,335,Electrical Equipment and Appliances,1790,40,,,
150845,352,MAPC Region,2007,336,Transportation Equipment Manufacturing,855,15,,,
150862,352,MAPC Region,2007,337,Furniture and Related Product Mfg,897,82,,,
150879,352,MAPC Region,2007,339,Miscellaneous Manufacturing,4087,190,,,
150896,352,MAPC Region,2007,423,"Merchant Wholesalers, Durable Goods",38172,2285,,,
150913,352,MAPC Region,2007,424,"Merchant Wholesalers, Nondurable Goods",22258,1044,,,
150930,352,MAPC Region,2007,425,Electronic Markets and Agents/Brokers,10300,2603,,,
150947,352,MAPC Region,2007,441,Motor Vehicle and Parts Dealers,15637,761,,,
150964,352,MAPC Region,2007,442,Furniture and Home Furnishings Stores,6334,640,,,
150981,352,MAPC Region,2007,443,Electronics and Appliance Stores,6880,522,,,
150998,352,MAPC Region,2007,444,Building Material & Garden Supply Stores,9343,559,,,
151015,352,MAPC Region,2007,445,Food and Beverage Stores,41089,2157,,,
151032,352,MAPC Region,2007,446,Health and Personal Care Stores,13349,822,,,
151049,352,MAPC Region,2007,447,Gasoline Stations,4336,798,,,
151066,352,MAPC Region,2007,448,Clothing and Clothing Accessories Stores,24365,1779,,,
151083,352,MAPC Region,2007,451,Sporting Goods/Hobby/Book/Music Stores,9314,700,,,
151100,352,MAPC Region,2007,452,General Merchandise Stores,14726,193,,,
151117,352,MAPC Region,2007,453,Miscellaneous Store Retailers,9455,1255,,,
151134,352,MAPC Region,2007,454,Nonstore Retailers,4348,410,,,
151151,352,MAPC Region,2007,481,Air Transportation,7013,49,,,
151167,352,MAPC Region,2007,483,Water Transportation,12,4,,,
151182,352,MAPC Region,2007,484,Truck Transportation,5243,450,,,
151216,352,MAPC Region,2007,487,Scenic and Sightseeing Transportation,834,26,,,
151199,352,MAPC Region,2007,485,Transit and Ground Passenger Transport,4064,214,,,
151341,352,MAPC Region,2007,517,Telecommunications,10084,382,,,
151233,352,MAPC Region,2007,488,Support Activities for Transportation,5434,307,,,
151250,352,MAPC Region,2007,492,Couriers and Messengers,2672,102,,,
151267,352,MAPC Region,2007,493,Warehousing and Storage,1495,45,,,
151284,352,MAPC Region,2007,511,Publishing Industries,25934,764,,,
151301,352,MAPC Region,2007,512,Motion Picture & Sound Recording Ind,1611,208,,,
151318,352,MAPC Region,2007,515,Broadcasting (except Internet),2975,42,,,
151358,352,MAPC Region,2007,518,"ISPs, Search Portals, & Data Processing",4214,118,,,
151375,352,MAPC Region,2007,519,Other Information Services,5641,245,,,
151392,352,MAPC Region,2007,522,Credit Intermediation & Related Activity,36305,1860,,,
151409,352,MAPC Region,2007,523,Financial Investment & Related Activity,41491,1725,,,
151426,352,MAPC Region,2007,524,Insurance Carriers & Related Activities,42002,1776,,,
151443,352,MAPC Region,2007,525,"Funds, Trusts & Other Financial Vehicles",1536,78,,,
151460,352,MAPC Region,2007,531,Real Estate,21230,3046,,,
151477,352,MAPC Region,2007,532,Rental and Leasing Services,6058,580,,,
151499,352,MAPC Region,2007,541,Professional and Technical Services,186102,15844,,,
151516,352,MAPC Region,2007,551,Management of Companies and Enterprises,36659,537,,,
151533,352,MAPC Region,2007,561,Administrative and Support Services,102015,5078,,,
151550,352,MAPC Region,2007,562,Waste Management and Remediation Service,2935,173,,,
151567,352,MAPC Region,2007,611,Educational Services,144947,1288,,,
151600,352,MAPC Region,2006,622,Hospitals,79521,53,,,
151634,352,MAPC Region,2006,624,Social Assistance,35017,1791,,,
151617,352,MAPC Region,2006,623,Nursing and Residential Care Facilities,36825,789,,,
151651,352,MAPC Region,2006,711,Performing Arts and Spectator Sports,4704,298,,,
151668,352,MAPC Region,2006,712,"Museums, Parks and Historical Sites",2855,62,,,
151685,352,MAPC Region,2006,713,"Amusement, Gambling & Recreation Ind",16913,918,,,
151702,352,MAPC Region,2006,721,Accommodation,18930,296,,,
151719,352,MAPC Region,2006,722,Food Services and Drinking Places,112152,6919,,,
151736,352,MAPC Region,2006,811,Repair and Maintenance,12100,2327,,,
151753,352,MAPC Region,2006,812,Personal and Laundry Services,21625,2961,,,
151770,352,MAPC Region,2006,813,Membership Organizations & Associations,20422,1850,,,
151787,352,MAPC Region,2006,814,Private Households,8984,7243,,,
151804,352,MAPC Region,2006,921,"Executive, Legislative, & Gen Government",5402,78,,,
151821,352,MAPC Region,2006,922,"Justice, Public Order, and Safety Activi",13533,95,,,
151838,352,MAPC Region,2006,923,Administration of Human Resource Program,147,6,,,
151855,352,MAPC Region,2006,924,Administration of Environmental Programs,3355,12,,,
151889,352,MAPC Region,2006,926,Administration of Economic Programs,5614,63,,,
151872,352,MAPC Region,2006,925,Community and Housing Program Admin,1893,9,,,
151906,352,MAPC Region,2006,928,National Security & International Affair,2170,10,,,
150617,352,MAPC Region,2006,313,Textile Mills,93,6,,,
150450,352,MAPC Region,2006,102,Service-Providing Domain,1590244,87206,,,
150433,352,MAPC Region,2006,101,Goods-Producing Domain,202668,12617,,,
150467,352,MAPC Region,2006,111,Crop Production,59,9,,,
150484,352,MAPC Region,2006,114,"Fishing, Hunting and Trapping",264,113,,,
150501,352,MAPC Region,2006,115,Agriculture & Forestry Support Activity,41,10,,,
150515,352,MAPC Region,2006,212,Mining (except Oil and Gas),35,3,,,
150525,352,MAPC Region,2006,221,Utilities,4043,53,,,
150542,352,MAPC Region,2006,236,Construction of Buildings,16732,2684,,,
150559,352,MAPC Region,2006,237,Heavy and Civil Engineering Construction,8022,351,,,
150576,352,MAPC Region,2006,238,Specialty Trade Contractors,47204,5778,,,
151583,352,MAPC Region,2006,621,Ambulatory Health Care Services,69093,5421,,,
150593,352,MAPC Region,2006,311,Food Manufacturing,9374,295,,,
150623,352,MAPC Region,2006,314,Textile Product Mills,160,23,,,
150640,352,MAPC Region,2006,315,Apparel Manufacturing,696,16,,,
150657,352,MAPC Region,2006,316,Leather and Allied Product Manufacturing,189,7,,,
150671,352,MAPC Region,2006,321,Wood Product Manufacturing,505,20,,,
150688,352,MAPC Region,2006,322,Paper Manufacturing,993,20,,,
150705,352,MAPC Region,2006,323,Printing and Related Support Activities,6432,461,,,
150724,352,MAPC Region,2006,325,Chemical Manufacturing,6836,119,,,
150741,352,MAPC Region,2006,326,Plastics & Rubber Products Manufacturing,821,27,,,
150758,352,MAPC Region,2006,327,Nonmetallic Mineral Product Mfg,366,34,,,
150776,352,MAPC Region,2006,332,Fabricated Metal Product Manufacturing,9300,473,,,
150793,352,MAPC Region,2006,333,Machinery Manufacturing,5476,105,,,
150810,352,MAPC Region,2006,334,Computer and Electronic Product Mfg,28235,361,,,
150827,352,MAPC Region,2006,335,Electrical Equipment and Appliances,2065,38,,,
150844,352,MAPC Region,2006,336,Transportation Equipment Manufacturing,875,13,,,
150861,352,MAPC Region,2006,337,Furniture and Related Product Mfg,807,84,,,
150878,352,MAPC Region,2006,339,Miscellaneous Manufacturing,4296,214,,,
150895,352,MAPC Region,2006,423,"Merchant Wholesalers, Durable Goods",38386,2273,,,
150912,352,MAPC Region,2006,424,"Merchant Wholesalers, Nondurable Goods",21944,1047,,,
150929,352,MAPC Region,2006,425,Electronic Markets and Agents/Brokers,10056,2639,,,
150946,352,MAPC Region,2006,441,Motor Vehicle and Parts Dealers,16198,769,,,
150963,352,MAPC Region,2006,442,Furniture and Home Furnishings Stores,6876,643,,,
150997,352,MAPC Region,2006,444,Building Material & Garden Supply Stores,9982,552,,,
150980,352,MAPC Region,2006,443,Electronics and Appliance Stores,7264,536,,,
151014,352,MAPC Region,2006,445,Food and Beverage Stores,40842,2166,,,
151031,352,MAPC Region,2006,446,Health and Personal Care Stores,13125,818,,,
151048,352,MAPC Region,2006,447,Gasoline Stations,4347,787,,,
151065,352,MAPC Region,2006,448,Clothing and Clothing Accessories Stores,23520,1745,,,
151082,352,MAPC Region,2006,451,Sporting Goods/Hobby/Book/Music Stores,9309,720,,,
151099,352,MAPC Region,2006,452,General Merchandise Stores,15183,174,,,
151116,352,MAPC Region,2006,453,Miscellaneous Store Retailers,9854,1276,,,
151133,352,MAPC Region,2006,454,Nonstore Retailers,4030,403,,,
151150,352,MAPC Region,2006,481,Air Transportation,6933,47,,,
151166,352,MAPC Region,2006,483,Water Transportation,17,3,,,
151181,352,MAPC Region,2006,484,Truck Transportation,5300,454,,,
151198,352,MAPC Region,2006,485,Transit and Ground Passenger Transport,3300,192,,,
151215,352,MAPC Region,2006,487,Scenic and Sightseeing Transportation,788,20,,,
151232,352,MAPC Region,2006,488,Support Activities for Transportation,5454,298,,,
151249,352,MAPC Region,2006,492,Couriers and Messengers,2376,94,,,
151266,352,MAPC Region,2006,493,Warehousing and Storage,1664,52,,,
151340,352,MAPC Region,2006,517,Telecommunications,9580,338,,,
151283,352,MAPC Region,2006,511,Publishing Industries,28048,842,,,
151300,352,MAPC Region,2006,512,Motion Picture & Sound Recording Ind,1506,206,,,
151317,352,MAPC Region,2006,515,Broadcasting (except Internet),3256,45,,,
151334,352,MAPC Region,2006,516,Internet Publishing and Broadcasting,1526,100,,,
151357,352,MAPC Region,2006,518,"ISPs, Search Portals, & Data Processing",6715,199,,,
151374,352,MAPC Region,2006,519,Other Information Services,1385,38,,,
151391,352,MAPC Region,2006,522,Credit Intermediation & Related Activity,35058,1829,,,
151425,352,MAPC Region,2006,524,Insurance Carriers & Related Activities,41726,1792,,,
151408,352,MAPC Region,2006,523,Financial Investment & Related Activity,38994,1619,,,
151442,352,MAPC Region,2006,525,"Funds, Trusts & Other Financial Vehicles",2168,78,,,
151459,352,MAPC Region,2006,531,Real Estate,21304,2982,,,
151476,352,MAPC Region,2006,532,Rental and Leasing Services,6325,624,,,
151492,352,MAPC Region,2006,533,"Lessors, Nonfinancial Intangible Assets",19,3,,,
151498,352,MAPC Region,2006,541,Professional and Technical Services,180928,15803,,,
151515,352,MAPC Region,2006,551,Management of Companies and Enterprises,35645,514,,,
151532,352,MAPC Region,2006,561,Administrative and Support Services,97903,4955,,,
151549,352,MAPC Region,2006,562,Waste Management and Remediation Service,2562,156,,,
151566,352,MAPC Region,2006,611,Educational Services,143913,1320,,,
151701,352,MAPC Region,2005,721,Accommodation,18331,288,,,
151599,352,MAPC Region,2005,622,Hospitals,77155,55,,,
151633,352,MAPC Region,2005,624,Social Assistance,34288,1761,,,
151616,352,MAPC Region,2005,623,Nursing and Residential Care Facilities,36645,791,,,
151667,352,MAPC Region,2005,712,"Museums, Parks and Historical Sites",2759,60,,,
151650,352,MAPC Region,2005,711,Performing Arts and Spectator Sports,3869,322,,,
151684,352,MAPC Region,2005,713,"Amusement, Gambling & Recreation Ind",16624,926,,,
151718,352,MAPC Region,2005,722,Food Services and Drinking Places,110694,6947,,,
151735,352,MAPC Region,2005,811,Repair and Maintenance,12360,2387,,,
151752,352,MAPC Region,2005,812,Personal and Laundry Services,21341,3046,,,
151769,352,MAPC Region,2005,813,Membership Organizations & Associations,19551,1826,,,
151786,352,MAPC Region,2005,814,Private Households,8471,6728,,,
151803,352,MAPC Region,2005,921,"Executive, Legislative, & Gen Government",5391,78,,,
151820,352,MAPC Region,2005,922,"Justice, Public Order, and Safety Activi",13383,94,,,
151837,352,MAPC Region,2005,923,Administration of Human Resource Program,169,6,,,
151854,352,MAPC Region,2005,924,Administration of Environmental Programs,3293,14,,,
151871,352,MAPC Region,2005,925,Community and Housing Program Admin,1937,8,,,
151888,352,MAPC Region,2005,926,Administration of Economic Programs,5634,55,,,
151905,352,MAPC Region,2005,928,National Security & International Affair,828,8,,,
150616,352,MAPC Region,2005,313,Textile Mills,127,10,,,
150432,352,MAPC Region,2005,101,Goods-Producing Domain,205380,12742,,,
150449,352,MAPC Region,2005,102,Service-Providing Domain,1562243,87157,,,
150514,352,MAPC Region,2005,212,Mining (except Oil and Gas),35,3,,,
150466,352,MAPC Region,2005,111,Crop Production,70,9,,,
150483,352,MAPC Region,2005,114,"Fishing, Hunting and Trapping",291,116,,,
150500,352,MAPC Region,2005,115,Agriculture & Forestry Support Activity,66,13,,,
150524,352,MAPC Region,2005,221,Utilities,3746,45,,,
150541,352,MAPC Region,2005,236,Construction of Buildings,17260,2782,,,
150558,352,MAPC Region,2005,237,Heavy and Civil Engineering Construction,8111,319,,,
150575,352,MAPC Region,2005,238,Specialty Trade Contractors,45938,5699,,,
150592,352,MAPC Region,2005,311,Food Manufacturing,9289,317,,,
150622,352,MAPC Region,2005,314,Textile Product Mills,196,26,,,
150639,352,MAPC Region,2005,315,Apparel Manufacturing,769,19,,,
150656,352,MAPC Region,2005,316,Leather and Allied Product Manufacturing,300,8,,,
150670,352,MAPC Region,2005,321,Wood Product Manufacturing,475,19,,,
150687,352,MAPC Region,2005,322,Paper Manufacturing,1093,21,,,
150704,352,MAPC Region,2005,323,Printing and Related Support Activities,6559,465,,,
150718,352,MAPC Region,2005,324,Petroleum & Coal Products Manufacturing,204,3,,,
150723,352,MAPC Region,2005,325,Chemical Manufacturing,7081,116,,,
150740,352,MAPC Region,2005,326,Plastics & Rubber Products Manufacturing,1268,32,,,
150757,352,MAPC Region,2005,327,Nonmetallic Mineral Product Mfg,401,30,,,
150775,352,MAPC Region,2005,332,Fabricated Metal Product Manufacturing,9490,497,,,
150792,352,MAPC Region,2005,333,Machinery Manufacturing,6086,122,,,
150809,352,MAPC Region,2005,334,Computer and Electronic Product Mfg,30002,369,,,
150826,352,MAPC Region,2005,335,Electrical Equipment and Appliances,1914,41,,,
150843,352,MAPC Region,2005,336,Transportation Equipment Manufacturing,906,14,,,
150860,352,MAPC Region,2005,337,Furniture and Related Product Mfg,1097,107,,,
150877,352,MAPC Region,2005,339,Miscellaneous Manufacturing,4840,246,,,
150894,352,MAPC Region,2005,423,"Merchant Wholesalers, Durable Goods",36516,2268,,,
150911,352,MAPC Region,2005,424,"Merchant Wholesalers, Nondurable Goods",20796,1093,,,
150928,352,MAPC Region,2005,425,Electronic Markets and Agents/Brokers,9089,2661,,,
150945,352,MAPC Region,2005,441,Motor Vehicle and Parts Dealers,17129,795,,,
150962,352,MAPC Region,2005,442,Furniture and Home Furnishings Stores,6963,650,,,
150979,352,MAPC Region,2005,443,Electronics and Appliance Stores,7076,586,,,
150996,352,MAPC Region,2005,444,Building Material & Garden Supply Stores,10100,566,,,
151013,352,MAPC Region,2005,445,Food and Beverage Stores,40653,2147,,,
151030,352,MAPC Region,2005,446,Health and Personal Care Stores,13072,815,,,
151047,352,MAPC Region,2005,447,Gasoline Stations,4400,825,,,
151064,352,MAPC Region,2005,448,Clothing and Clothing Accessories Stores,23972,1728,,,
151081,352,MAPC Region,2005,451,Sporting Goods/Hobby/Book/Music Stores,9257,737,,,
151098,352,MAPC Region,2005,452,General Merchandise Stores,16008,159,,,
151582,352,MAPC Region,2005,621,Ambulatory Health Care Services,65492,5408,,,
151115,352,MAPC Region,2005,453,Miscellaneous Store Retailers,10154,1322,,,
151132,352,MAPC Region,2005,454,Nonstore Retailers,3929,395,,,
151149,352,MAPC Region,2005,481,Air Transportation,7644,59,,,
151165,352,MAPC Region,2005,483,Water Transportation,23,3,,,
151180,352,MAPC Region,2005,484,Truck Transportation,5379,497,,,
151197,352,MAPC Region,2005,485,Transit and Ground Passenger Transport,3599,208,,,
151214,352,MAPC Region,2005,487,Scenic and Sightseeing Transportation,790,21,,,
151231,352,MAPC Region,2005,488,Support Activities for Transportation,5299,296,,,
151248,352,MAPC Region,2005,492,Couriers and Messengers,2630,115,,,
151265,352,MAPC Region,2005,493,Warehousing and Storage,2162,53,,,
